Gene1	Gene2	interaction	Annotation	Regulation	TRRUST_Annotation	TRRUST_Direction	TRRUST_Score
NR3C2	SCNN1A	->	GErel: expression	Activation			
NR3C2	SGK1	->	GErel: expression	Activation			
NR4A1	BABAM2	-|			Repression	-|	1.0
NR4A1	CCNA2	-|			Repression	-|	1.0
NR4A1	CDKN1B	->			Activation	->	1.0
NR4A1	E2F1	->			Activation	->	1.0
NR4A1	HSD3B2	->			Activation	->	1.0
NR4A1	MDM2	-|			Repression	-|	1.0
NR4A1	MMP2	->			Activation	->	1.0
NR4A1	NCEH1	->	GErel: expression by (Swapped)	Activation			
NR4A1	NR3C1	->	activated by; expression regulates; inhibit (Swapped)	Activation			
NR4A1	RNF7	-|			Repression	-|	1.0
NR4A1	TIMP2	->			Activation	->	1.0
NR4A1	TNF	-|			Repression	-|	1.0
NRCAM	SCN5A	->	complex; input (Complex interaction)	Activation			
NRCAM	SPTB	->	complex (Complex interaction)	Activation			
NRCAM	SPTBN5	->	complex (Complex interaction)	Activation			
NRG2	ERBB3	->	PPrel: activated by; complex; input (Swapped)	Activation			
NRG2	ERBB4	->	PPrel: activated by; complex; input (Swapped)	Activation			
NRG2	RNF41	->	complex; input (Complex interaction)	Activation			
NRXN3	SHANK2	->	complex; input (Complex interaction)	Activation			
NRXN3	SYT12	->	complex; input (Complex interaction)	Activation			
NRXN3	SYT2	->	complex; input (Complex interaction)	Activation			
NTRK2	IRS1	->	PPrel: activated by; PPrel: activated by, phosphorylation; interaction (Swapped)	Activation			
NTRK2	PLCG1	->	PPrel: activation; complex; input; interaction	Activation			
NTRK2	SHC3	->	PPrel: activation; PPrel: activation, phosphorylation; activate; interaction	Activation			
NUP210	GCKR	->	catalyzed by (Swapped)	Activation			
NUP210	THOC6	->	activate; input	Activation			
OCLN	PARD6A	->	complex (Complex interaction)	Activation			
OCLN	TGFBR3	->	input (Input/Compound interaction)	Activation			
PAG1	HLA-DPA1	->	catalyzed by (Swapped)	Activation			
PAG1	HLA-DPB1	->	catalyzed by (Swapped)	Activation			
PAG1	HLA-DRA	->	activate; catalyzed by (Bidirectional Activation)	Activation			
PAG1	HLA-DRB1	->	activate; catalyzed by (Bidirectional Activation)	Activation			
PAG1	HLA-DRB5	->	catalyzed by (Swapped)	Activation			
PAK2	ARHGEF6	->	PPrel: phosphorylated by; complex (Swapped)	Activation			
PAK2	JUP	->	catalyzed by (Swapped)	Activation			
PAK2	MAPK13	->	catalyzed by (Swapped)	Activation			
PAK2	MAPK4	->	catalyzed by (Swapped)	Activation			
PAK2	MYC	->	activated by (Swapped)	Activation			
PAK2	PLCG1	->	complex; input (Complex interaction)	Activation			
PAK2	PLXNA1	->	complex; input (Complex interaction)	Activation			
PAK2	PLXNA4	->	complex; input (Complex interaction)	Activation			
PAK2	RAC3	->	PPrel: activated by; PPrel: activation; complex; input (Bidirectional Activation)	Activation			
PAK2	SEMA3A	->	complex; input (Complex interaction)	Activation			
PAK2	VEGFA	->	complex; input (Complex interaction)	Activation			
PAK6	ARHGEF6	->	PPrel: phosphorylated by; complex (Swapped)	Activation			
PAK6	MYLK	-|	PPrel: inhibited by, phosphorylated by (Target inhibits Source)	Inhibition			
PAK6	RAC3	->	PPrel: activated by; PPrel: activation (Bidirectional Activation)	Activation			
PAK6	RHOD	->	complex; input (Complex interaction)	Activation			
PARD6A	PAK2	->	activated by (Swapped)	Activation			
PARD6A	PRICKLE1	->	catalyze	Activation			
PARD6A	RHOU	->	complex; input (Complex interaction)	Activation			
PARD6A	TGFBR3	->	input (Input/Compound interaction)	Activation			
PBX1	HOXB1	->			Activation	->	1.0
PBX1	NANOG	->			Activation	->	1.0
PBX1	NCEH1	->	GErel: expression by (Swapped)	Activation			
PBX1	NR3C1	->	activated by; inhibit (Target activates Source)	Activation			
PBX1	PF4	->			Activation	->	1.0
PBX1	VCP	->			Activation	->	1.0
PBX3	ADIRF	->	expression regulated by (Swapped)	Activation			
PBX3	GFI1	->	expression regulated by (Swapped)	Activation			
PBX3	JUP	->	expression regulated by (Swapped)	Activation			
PBX3	POU2F2	->	expression regulates	Activation			
PCDH1	PCDH7	->	input (Input/Compound interaction)	Activation			
PCDH1	PCDH9	->	input (Input/Compound interaction)	Activation			
PCDH7	PCDH9	->	input (Input/Compound interaction)	Activation			
PCSK9	VLDLR	->	complex; input (Complex interaction)	Activation			
PDGFA	ERBB3	->	PPrel: activated by (Swapped)	Activation			
PDGFA	ERBB4	->	PPrel: activated by (Swapped)	Activation			
PDGFA	FGFR2	->	PPrel: activated by (Swapped)	Activation			
PDGFA	FLT1	->	PPrel: activated by (Swapped)	Activation			
PDGFA	JAK1	->	catalyzed by (Swapped)	Activation			
PDGFA	KDR	->	PPrel: activated by (Swapped)	Activation			
PDGFA	MST1R	->	PPrel: activated by (Swapped)	Activation			
PDGFA	NGFR	->	PPrel: activated by (Swapped)	Activation			
PDGFA	NTRK2	->	PPrel: activated by (Swapped)	Activation			
PDGFA	PDGFB	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
PDGFA	PLCG1	->	complex; input (Complex interaction)	Activation			
PDGFA	THBS2	->	complex; input (Complex interaction)	Activation			
PDGFB	ERBB3	->	PPrel: activated by (Swapped)	Activation			
PDGFB	ERBB4	->	PPrel: activated by (Swapped)	Activation			
PDGFB	FGFR2	->	PPrel: activated by (Swapped)	Activation			
PDGFB	FLT1	->	PPrel: activated by (Swapped)	Activation			
PDGFB	KDR	->	PPrel: activated by (Swapped)	Activation			
PDGFB	MST1R	->	PPrel: activated by (Swapped)	Activation			
PDGFB	NCK2	->	activated by; complex; input (Swapped)	Activation			
PDGFB	NGFR	->	PPrel: activated by (Swapped)	Activation			
PDGFB	NTRK2	->	PPrel: activated by (Swapped)	Activation			
PDGFB	PAG1	->	activated by (Swapped)	Activation			
PDGFB	PDGFA	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
PDGFB	PLCG1	->	complex; input (Complex interaction)	Activation			
PDGFB	S1PR1	->	complex; input (Complex interaction)	Activation			
PDGFB	SLC9A3R1	->	complex; input (Complex interaction)	Activation			
PDGFB	SLC9A3R2	->	complex; input (Complex interaction)	Activation			
PDGFB	THBS2	->	complex; input (Complex interaction)	Activation			
PDGFD	ERBB3	->	PPrel: activated by (Swapped)	Activation			
PDGFD	ERBB4	->	PPrel: activated by (Swapped)	Activation			
PDGFD	FGFR2	->	PPrel: activated by (Swapped)	Activation			
PDGFD	FLT1	->	PPrel: activated by (Swapped)	Activation			
PDGFD	JAK1	->	catalyzed by (Swapped)	Activation			
PDGFD	KDR	->	PPrel: activated by (Swapped)	Activation			
PDGFD	MST1R	->	PPrel: activated by (Swapped)	Activation			
PDGFD	NGFR	->	PPrel: activated by (Swapped)	Activation			
PDGFD	NTRK2	->	PPrel: activated by (Swapped)	Activation			
PDLIM5	SIPA1L1	->	complex; input (Complex interaction)	Activation			
PECAM1	ITGB3	->	PPrel: activated, indirect effect; complex; input (Swapped)	Activation			
PECAM1	PLCG1	->	complex; input (Complex interaction)	Activation			
PECAM1	PTPN6	->	complex; input (Complex interaction)	Activation			
PER2	NR1D1	-|	activate; inhibited by; reaction (Target inhibits Source)	Inhibition			
PER2	SNAI2	-|			Repression	-|	1.0
PER2	TWIST1	-|			Repression	-|	1.0
PGF	ERBB3	->	PPrel: activated by; interaction (Swapped)	Activation			
PGF	ERBB4	->	PPrel: activated by; interaction (Swapped)	Activation			
PGF	FGFR2	->	PPrel: activated by; interaction (Swapped)	Activation			
PGF	FLT1	->	PPrel: activated by; complex; input; interaction (Swapped)	Activation			
PGF	KDR	->	PPrel: activated by; complex; input; interaction (Swapped)	Activation			
PGF	NGFR	->	PPrel: activated by; interaction (Swapped)	Activation			
PGF	NTRK2	->	PPrel: activated by; interaction (Swapped)	Activation			
PGF	PLCG1	->	activate	Activation			
PGF	VEGFA	->	complex (Complex interaction)	Activation			
PINK1	NDUFC2	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
PIP4K2C	GSN	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
PIP4K2C	PLCD4	->	ECrel: compound (Input/Compound interaction)	Activation			
PIP4K2C	PLCE1	->	ECrel: compound (Input/Compound interaction)	Activation			
PIP4K2C	PLCG1	->	ECrel: compound (Input/Compound interaction)	Activation			
PIP4K2C	SYNJ1	->	ECrel: compound (Input/Compound interaction)	Activation			
PIP4K2C	SYNJ2	->	ECrel: compound (Input/Compound interaction)	Activation			
PITX2	GNRH1	-|			Repression	-|	1.0
PITX2	LEF1	->			Activation	->	1.0
PITX2	LHX6	->			Activation	->	1.0
PITX2	PRL	->			Activation	->	1.0
PLAT	PDGFD	->	catalyzed by (Swapped)	Activation			
PLAU	VTN	->	complex; input (Complex interaction)	Activation			
PLCD4	PRKCG	->	PPrel: compound (Input/Compound interaction)	Activation			
PLCD4	SYNJ1	->	ECrel: compound (Input/Compound interaction)	Activation			
PLCD4	SYNJ2	->	ECrel: compound (Input/Compound interaction)	Activation			
PLCE1	PRKCG	->	PPrel: compound (Input/Compound interaction)	Activation			
PLCE1	SYNJ1	->	ECrel: compound (Input/Compound interaction)	Activation			
PLCE1	SYNJ2	->	ECrel: compound (Input/Compound interaction)	Activation			
PLCG1	ABL1	->	activate; activated by (Bidirectional Activation)	Activation			
PLCG1	GSN	->	activated by (Swapped)	Activation			
PLCG1	PLA2G4A	->	PPrel: compound, activated (Swapped)	Activation			
PLCG1	PLA2G4D	->	PPrel: compound, activated (Swapped)	Activation			
PLCG1	PPP3CC	->	ECrel: compound; PPrel: compound, activation	Activation			
PLCG1	PRKCG	->	ECrel: activation; ECrel: compound; PPrel: activation, indirect effect; PPrel: compound; PPrel: compound, activation; catalyze	Activation			
PLCG1	PTN	->	complex; input (Complex interaction)	Activation			
PLCG1	RASGRP1	->	PPrel: compound (Input/Compound interaction)	Activation			
PLCG1	SHC3	->	complex; input (Complex interaction)	Activation			
PLCG1	STAT4	->	complex; input (Complex interaction)	Activation			
PLCG1	SYNJ1	->	ECrel: compound (Input/Compound interaction)	Activation			
PLCG1	SYNJ2	->	ECrel: compound (Input/Compound interaction)	Activation			
PLCG1	TGFA	->	complex; input (Complex interaction)	Activation			
PLEKHA7	CAMSAP3	->	activated by (Swapped)	Activation			
PLOD1	PLOD2	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
PLOD2	PLOD1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
PLXNA1	DPYSL2	->	catalyzed by; complex; input (Swapped)	Activation			
PLXNA1	DPYSL3	->	catalyzed by; complex; input (Swapped)	Activation			
PLXNA1	RAC3	->	PPrel: activation	Activation			
PLXNA1	RHOD	->	PPrel: binding/association; complex; input (Binding/Association)	Activation			
PLXNA1	SEMA3A	->	complex; input (Complex interaction)	Activation			
PLXNA4	DPYSL2	->	catalyzed by; complex; input (Swapped)	Activation			
PLXNA4	DPYSL3	->	catalyzed by; complex; input (Swapped)	Activation			
PLXNA4	RAC3	->	PPrel: activation	Activation			
PLXNA4	RHOD	->	PPrel: binding/association (Binding/Association)	Activation			
PLXNA4	SEMA3A	->	complex; input (Complex interaction)	Activation			
POFUT2	ADAMTS7	->	catalyzed by (Swapped)	Activation			
POFUT2	ADAMTSL4	->	catalyzed by (Swapped)	Activation			
POFUT2	CFP	->	catalyzed by (Swapped)	Activation			
PORCN	WNT7B	->	PPrel: activation; catalyze	Activation			
PORCN	WNT8B	->	PPrel: activation	Activation			
POU2F2	ADIRF	->	expression regulated by (Swapped)	Activation			
POU2F2	CD74	->	expression regulated by (Swapped)	Activation			
POU2F2	CIITA	->	expression regulated by (Swapped)	Activation			
POU2F2	EGR1	->	expression regulated by; expression regulates (Bidirectional Activation)	Activation			
POU2F2	EHF	->	expression regulated by (Swapped)	Activation			
POU2F2	GATA3	->	expression regulated by (Swapped)	Activation			
POU2F2	GFI1	->	expression regulated by (Swapped)	Activation			
POU2F2	GRHL2	->	expression regulated by (Swapped)	Activation			
POU2F2	HLA-DRA	->	expression regulated by (Swapped)	Activation			
POU2F2	JUP	->	expression regulated by (Swapped)	Activation			
POU2F2	LITAF	->	expression regulated by (Swapped)	Activation			
POU2F2	MYC	->	expression regulated by (Swapped)	Activation			
POU2F2	SP140	->	expression regulates	Activation			
POU2F2	TET2	->	expression regulates	Activation			
POU2F2	TK1	->			Activation	->	1.0
POU2F2	TLR6	->	expression regulates	Activation			
POU3F2	GNRH1	->			Activation	->	1.0
POU3F2	PDE5A	-|			Repression	-|	1.0
PPARG	ABCG2	->			Activation	->	1.0
PPARG	ACAT1	->			Activation	->	1.0
PPARG	ACSL1	->	GErel: expression by (Swapped)	Activation			
PPARG	ADIPOQ	->			Activation	->	1.0
PPARG	AGER	-|			Repression	-|	1.0
PPARG	ANGPTL4	->			Activation	->	1.0
PPARG	APOB	-|			Repression	-|	1.0
PPARG	APOBR	-|			Repression	-|	1.0
PPARG	BAD	->			Activation	->	1.0
PPARG	BCL2	-|			Repression	-|	1.0
PPARG	BCL2L1	-|			Repression	-|	1.0
PPARG	BRS3	->			Activation	->	1.0
PPARG	CCND1	-|			Repression	-|	1.0
PPARG	CCNE1	-|			Repression	-|	1.0
PPARG	CD36	->			Activation	->	1.0
PPARG	CD83	->	expression regulated by (Swapped)	Activation	Activation	->	1.0
PPARG	CDKN1A	->			Activation	->	1.0
PPARG	CFLAR	-|			Repression	-|	1.0
PPARG	CIITA	-|			Repression	-|	1.0
PPARG	CPT1B	->			Activation	->	1.0
PPARG	CSF1	-|			Repression	-|	1.0
PPARG	EDN1	->	expression regulated by (Swapped)	Activation			
PPARG	EGFR	-|			Repression	-|	1.0
PPARG	ERO1A	->			Activation	->	1.0
PPARG	ERP44	-|			Repression	-|	1.0
PPARG	FABP4	->			Activation	->	1.0
PPARG	FASLG	->			Activation	->	1.0
PPARG	GADD45B	->	expression regulated by (Swapped)	Activation			
PPARG	GK	->			Activation	->	1.0
PPARG	ICAM1	-|			Repression	-|	1.0
PPARG	LIPA	->	expression regulated by (Swapped)	Activation			
PPARG	LIPE	->			Activation	->	1.0
PPARG	MECOM	->	activated by; inhibite (Target activates Source)	Activation			
PPARG	MMP9	-|			Repression	-|	1.0
PPARG	MYC	-|			Repression	-|	1.0
PPARG	NR1D1	->	expression regulated by (Swapped)	Activation			
PPARG	OLR1	->	GErel: expression by (Swapped)	Activation			
PPARG	PDK2	-|			Repression	-|	1.0
PPARG	PLIN2	->			Activation	->	1.0
PPARG	POU2F1	->			Activation	->	1.0
PPARG	PPARGC1A	->	complex; expression regulates; input	Activation			
PPARG	PTEN	->			Activation	->	1.0
PPARG	PTGS2	->			Activation	->	1.0
PPARG	PTHLH	->	expression regulates	Activation			
PPARG	RARB	->	expression regulates	Activation	Activation	->	1.0
PPARG	REN	-|			Repression	-|	1.0
PPARG	RETN	->			Activation	->	1.0
PPARG	SAT1	->			Activation	->	1.0
PPARG	SLC27A1	->	GErel: expression	Activation			
PPARG	SLC2A4	-|			Repression	-|	1.0
PPARG	SLC5A5	->			Activation	->	1.0
PPARG	SLC9A1	-|			Repression	-|	1.0
PPARG	SMAD3	->	expression regulates	Activation			
PPARG	SNAI2	->	activate; inhibited by (Source activates Target)	Activation			
PPARG	TG	-|			Repression	-|	1.0
PPARG	TNFRSF11B	->	expression regulates	Activation			
PPARG	TP53	->			Activation	->	1.0
PPARG	TSHR	-|			Repression	-|	1.0
PPARG	UGT1A9	->			Activation	->	1.0
PPARG	VEGFA	->	expression regulates	Activation			
PPARG	VLDLR	->			Activation	->	1.0
PPARGC1A	ALDOB	->			Activation	->	1.0
PPARGC1A	APOA5	->			Activation	->	1.0
PPARGC1A	APOC3	->			Activation	->	1.0
PPARGC1A	CYP7A1	->			Activation	->	1.0
PPARGC1A	JUN	->	activated by; inhibit (Target activates Source)	Activation			
PPARGC1A	MFN2	->			Activation	->	1.0
PPARGC1A	NR1D1	->	activated by; inhibit (Target activates Source)	Activation			
PPARGC1A	NR3C1	->	activated by; inhibit (Target activates Source)	Activation			
PPARGC1A	OTC	->			Activation	->	1.0
PPARGC1A	PCK2	->			Activation	->	1.0
PPFIA2	PTPRS	->	complex; input (Complex interaction)	Activation			
PPFIA2	RIMS1	->	complex (Complex interaction)	Activation			
PPFIBP2	PTPRS	->	complex; input (Complex interaction)	Activation			
PPL	SPRR2D	->	complex; input (Complex interaction)	Activation			
PPM1F	CAMK2D	->	catalyzed by (Swapped)	Activation			
PPP2R2C	CACNA2D1	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R2C	CACNB4	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R2C	CACNG4	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R2C	CACNG6	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R2C	CACNG7	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R2C	CACNG8	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R2C	OCLN	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R3A	CACNA2D1	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R3A	CACNB4	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R3A	CACNG4	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R3A	CACNG6	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R3A	CACNG7	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP2R3A	CACNG8	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PPP3CC	NFATC1	->	PPrel: activated by, dephosphorylation; PPrel: dephosphorylated; activated by; catalyzed by (Swapped)	Activation			
PPP3CC	NFATC4	->	PPrel: activated by, dephosphorylation; PPrel: dephosphorylated; catalyzed by (Swapped)	Activation			
PPP3CC	SSH3	->	PPrel: activation	Activation			
PRKCG	CREB3L1	->	PPrel: activated by (Swapped)	Activation			
PRKCG	GRIN2A	->	PPrel: indirect effect; catalyzed by (Swapped)	Activation			
PRKCG	GRIP1	->	catalyzed by (Swapped)	Activation			
PRKCG	PLA2G4A	->	PCrel: activated by; PPrel: compound; catalyzed by (Swapped)	Activation			
PRKCG	PLA2G4D	->	PCrel: activated by; PPrel: compound (Swapped)	Activation			
PRKCG	PLA2G6	->	PPrel: activated by (Swapped)	Activation			
PRKCG	PLD1	->	PCrel: activated by; activated by; catalyzed by (Swapped)	Activation			
PRKCG	PRKG1	->	reaction (Complex interaction)	Activation			
PRKCG	PTK2B	->	PPrel: activation, indirect effect; activate	Activation			
PRKCG	SLC9A3R1	->	PPrel: activation, phosphorylation	Activation			
PRKCG	TRPC3	-|	PPrel: inhibition	Inhibition			
PRKCH	GRIN2A	->	catalyzed by (Swapped)	Activation			
PRKCH	PRKG1	->	reaction (Complex interaction)	Activation			
PRKCH	PTK2B	->	activate	Activation			
PRKG1	ATP1A3	->	PPrel: activated by (Swapped)	Activation			
PRKG1	ATP1B1	->	PPrel: activated by (Swapped)	Activation			
PRKG1	ATP2B4	->	PPrel: activated by (Swapped)	Activation			
PRKG1	CREB3L1	->	PPrel: activated by, phosphorylation (Swapped)	Activation			
PRKG1	MAPK13	->	PPrel: activated by; PPrel: activated by, phosphorylation (Swapped)	Activation			
PRKG1	RAP1GAP2	->	catalyze	Activation			
PRKG1	TRPC3	->	reaction (Complex interaction)	Activation			
PRNP	CAV1	->	PPrel: activated by (Swapped)	Activation			
PRNP	GRIN2A	->	PPrel: activated, indirect effect (Swapped)	Activation			
PRNP	RYR3	->	PPrel: activation, indirect effect	Activation			
PRSS3	F2R	->	PPrel: activated by (Swapped)	Activation			
PRSS3	F2RL1	->	PPrel: activated by (Swapped)	Activation			
PRSS3	F2RL2	->	PPrel: activated by (Swapped)	Activation			
PRSS3	F2RL3	->	PPrel: activated by (Swapped)	Activation			
PRSS3	TCN1	->	catalyze	Activation			
PSG1	SDC2	->	complex; input (Complex interaction)	Activation			
PSG1	SDC3	->	complex; input (Complex interaction)	Activation			
PTK2B	ACTBL2	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	AR	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
PTK2B	COL12A1	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL17A1	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL27A1	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL3A1	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL4A3	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL4A4	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL4A5	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL4A6	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL5A1	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL6A2	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL6A3	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	COL8A1	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	DMBT1	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	FLNB	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	FN1	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	ITGA2	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	ITGA6	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	ITGB8	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	ITGBL1	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	KDR	->	activate; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
PTK2B	LAMA1	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	LAMA3	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	LAMA5	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	LAMB2	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	LAMC2	->	catalyzed by; complex; input (Swapped)	Activation			
PTK2B	RAC3	->	PPrel: activation	Activation			
PTK2B	RHOU	->	complex; input (Complex interaction)	Activation			
PTK2B	VEGFA	->	activated by; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
PTN	MDK	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
PTN	SDC3	->	activate	Activation			
PTPN22	HLA-DPA1	->	catalyzed by (Swapped)	Activation			
PTPN22	HLA-DPB1	->	catalyzed by (Swapped)	Activation			
PTPN22	HLA-DRA	->	catalyzed by (Swapped)	Activation			
PTPN22	HLA-DRB1	->	catalyzed by (Swapped)	Activation			
PTPN22	HLA-DRB5	->	catalyzed by (Swapped)	Activation			
PTPN3	CBL	->	catalyzed by (Swapped)	Activation			
PTPN3	EREG	->	catalyzed by (Swapped)	Activation			
PTPN3	SH3KBP1	->	catalyze	Activation			
PTPN3	STAM	->	catalyze	Activation			
PTPN3	TGFA	->	catalyze	Activation			
PTPN6	BATF3	->	GErel: expression, indirect effect (Swapped)	Activation			
PTPN6	EPOR	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
PTPN6	HLA-DPA1	->	catalyzed by (Swapped)	Activation			
PTPN6	HLA-DPB1	->	catalyzed by (Swapped)	Activation			
PTPN6	HLA-DRA	->	activate; activated by; catalyzed by (Bidirectional Activation)	Activation			
PTPN6	HLA-DRB1	->	activate; activated by; catalyzed by (Bidirectional Activation)	Activation			
PTPN6	HLA-DRB5	->	catalyzed by (Swapped)	Activation			
PTPN6	IFNGR2	->	catalyzed by; reaction (Swapped)	Activation			
PTPN6	KITLG	-|	complex; inhibited by; input (Target inhibits Source)	Inhibition			
PTPN6	MDK	->	catalyzed by (Swapped)	Activation			
PTPN6	PTN	->	catalyzed by (Swapped)	Activation			
PTPN6	SOCS3	-|	inhibite; reaction	Inhibition			
PTPN6	VEGFA	->	activate	Activation			
PTPRR	MAPK13	-|	PPrel: inhibited by, dephosphorylation (Target inhibits Source)	Inhibition			
PYGL	GYG2	->	catalyzed by (Swapped)	Activation			
RAB3A	PPFIA2	->	catalyzed by; complex; input (Swapped)	Activation			
RAB3A	RIMS1	->	PPrel: binding/association; catalyze; complex; input	Activation			
RAB3A	UNC13B	->	activated by; catalyze; complex; input (Bidirectional Activation)	Activation			
RAB9B	RHOBTB3	->	complex; input (Complex interaction)	Activation			
RAC3	ABI2	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
RAC3	CYFIP2	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
RAC3	PAK2	->	PPrel: activated by; PPrel: activation; complex; input (Bidirectional Activation)	Activation			
RAC3	PAK6	->	PPrel: activated by; PPrel: activation (Bidirectional Activation)	Activation			
RAC3	PARD6A	->	PPrel: activated by (Swapped)	Activation			
RAC3	WASF3	->	PPrel: activation; PPrel: activation, indirect effect	Activation			
RAP1GAP2	RAP1GAP	-|	inhibited by (Target inhibits Source)	Inhibition			
RAPGEF3	MAPK13	->	PPrel: activated by (Swapped)	Activation			
RARB	CETP	->	expression regulated by (Swapped)	Activation			
RARB	JUN	->	expression regulated by (Swapped)	Activation			
RARB	KRT19	->	expression regulated by (Swapped)	Activation			
RARB	PTHLH	->	expression regulated by (Swapped)	Activation			
RARB	RARB	->			Activation	->	1.0
RARB	THRB	->	complex (Complex interaction)	Activation			
RASGRF2	RHOB	->	catalyze	Activation			
RASGRP1	PLA2G4A	->	PPrel: activated, indirect effect (Swapped)	Activation			
RASGRP1	PLA2G4D	->	PPrel: activated, indirect effect (Swapped)	Activation			
RASGRP2	PLA2G4A	->	PPrel: activated, indirect effect (Swapped)	Activation			
RASGRP2	PLA2G4D	->	PPrel: activated, indirect effect (Swapped)	Activation			
REPS2	SYNJ1	->	complex; input (Complex interaction)	Activation			
REPS2	SYNJ2	->	complex; input (Complex interaction)	Activation			
REPS2	TGFA	->	complex (Complex interaction)	Activation			
RGMB	SMAD6	->	activate; inhibited by (Source activates Target)	Activation			
RGMB	SMAD7	->	complex; input (Complex interaction)	Activation			
RHOB	RHPN2	->	complex; input (Complex interaction)	Activation			
RHOJ	ACTBL2	->	catalyzed by (Swapped)	Activation			
RHOJ	ACTC1	->	catalyzed by (Swapped)	Activation			
RIMS1	SYT2	->	complex; input (Complex interaction)	Activation			
RIMS2	RAB3A	->	PPrel: activated by (Swapped)	Activation			
RIN1	ABL1	->	PPrel: activated by (Swapped)	Activation			
RIN1	CHML	->	catalyzed by (Swapped)	Activation			
RIN3	CHML	->	catalyzed by (Swapped)	Activation			
RIPK2	CARD11	->	catalyzed by (Swapped)	Activation			
RIPK2	MAPK13	->	PPrel: activated, indirect effect (Swapped)	Activation			
RIPK2	SQSTM1	->	complex; input (Complex interaction)	Activation			
RIPK2	STAT4	->	activate	Activation			
RNF115	FBXO2	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
RNF115	FBXO27	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
RNF115	FBXO44	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
RNF115	FBXO6	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
RNF115	NEDD4L	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation			
RNF128	JUN	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
RNF128	NFATC1	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
RNF41	ERBB3	->	activated by; complex; input (Swapped)	Activation			
ROBO1	NCK2	->	PPrel: activated by; complex; input (Swapped)	Activation			
