source	target	interaction	Annotation	Regulation
FOXO1	KLF2	->	GErel: expression	Activation
MAPK13	FOXO1	->	PPrel: activated by, phosphorylation; PPrel: activated, indirect effect (Swapped)	Activation
FOXO1	NR3C1	->	complex; input; reaction (Complex interaction)	Activation
FOXO1	S1PR1	->	GErel: expression	Activation
SGK1	FOXO1	-|	PPrel: inhibited by, phosphorylated by (Target inhibits Source)	Inhibition
FOXO1	SMAD3	->	PPrel: binding/association; complex; input; reaction (Binding/Association)	Activation
FOXO1	TNFSF10	->	GErel: expression	Activation
FST	INHBA	-|	PPrel: inhibition; complex; input	Inhibition
FST	INHBB	-|	PPrel: inhibition; complex; input	Inhibition
FST	RGMB	->	complex; input (Complex interaction)	Activation
FURIN	GPC1	->	catalyze	Activation
FURIN	GPC6	->	catalyze	Activation
FURIN	HSPG2	->	catalyze	Activation
FURIN	NGF	->	activate; catalyze	Activation
FURIN	NOTCH2	->	catalyze	Activation
FURIN	PDGFA	->	catalyze	Activation
FURIN	PDGFB	->	catalyze	Activation
FURIN	SDC2	->	catalyze	Activation
FURIN	SDC3	->	catalyze	Activation
FZD1	LRP5	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
SFRP1	FZD1	-|	PPrel: inhibited by; inhibited by (Target inhibits Source)	Inhibition
SOST	FZD1	-|	inhibited by (Target inhibits Source)	Inhibition
WNT7B	FZD1	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation
WNT8B	FZD1	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation
FZD3	LRP5	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
SFRP1	FZD3	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
WNT7B	FZD3	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation
WNT8B	FZD3	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation
FZD5	LRP5	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
FZD5	PARD6A	->	activate	Activation
SFRP1	FZD5	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
WNT7B	FZD5	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation
WNT8B	FZD5	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation
FZD8	LRP5	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
SFRP1	FZD8	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
WNT7B	FZD8	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation
WNT8B	FZD8	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation
GABARAPL1	GABRE	->	PPrel: binding/association (Binding/Association)	Activation
GABARAPL1	SQSTM1	->	PPrel: binding/association (Binding/Association)	Activation
GABRE	PLCL1	->	PPrel: binding/association (Binding/Association)	Activation
GAD1	RAB3A	->	complex (Complex interaction)	Activation
GAD1	RIMS1	->	catalyze; complex; input	Activation
PPARG	GADD45B	->	expression regulated by (Swapped)	Activation
SMAD3	GADD45B	->	expression regulated by (Swapped)	Activation
GAS8	KIF3A	->	reaction (Complex interaction)	Activation
GATA2	GATA6	->	expression regulates	Activation
GATA2	ITGA2	->	expression regulates	Activation
GATA2	JUN	->	complex; input; reaction (Complex interaction)	Activation
GATA2	JUP	->	expression regulates	Activation
GATA2	LEF1	->	reaction (Complex interaction)	Activation
GATA2	LMO2	->	complex (Complex interaction)	Activation
GATA2	LPAR1	->	expression regulates	Activation
GATA2	MMD	->	expression regulates	Activation
GATA2	MYC	->	expression regulates	Activation
GATA2	MYCT1	->	expression regulates	Activation
GATA2	NR3C1	->	expression regulates	Activation
GATA2	PECAM1	->	expression regulates	Activation
GATA2	PKIG	->	expression regulates	Activation
GATA2	PPM1F	->	expression regulates	Activation
GATA2	RHOJ	->	expression regulates	Activation
GATA2	S1PR1	->	expression regulates	Activation
GATA2	SEMA3A	->	expression regulates	Activation
GATA2	SERPINE1	->	expression regulates	Activation
GATA2	SLC40A1	->	expression regulates	Activation
GATA2	SMAD7	->	expression regulates	Activation
GATA2	SOCS2	->	expression regulates	Activation
TFAP2C	GATA2	->	expression regulated by (Swapped)	Activation
GATA2	TLR4	->	expression regulates	Activation
GATA2	TNFRSF1A	->	expression regulates	Activation
GATA2	ZEB1	->	expression regulates	Activation
JUN	GATA3	->	GErel: expression by; complex; input; reaction (Swapped)	Activation
GATA3	KRT18	->	expression regulates	Activation
GATA3	KRT19	->	expression regulates	Activation
GATA3	LMO2	->	complex (Complex interaction)	Activation
MAML3	GATA3	->	GErel: expression by (Swapped)	Activation
MEF2C	GATA3	->	expression regulated by (Swapped)	Activation
NFATC1	GATA3	->	GErel: expression by; reaction (Swapped)	Activation
GATA3	NR3C1	->	activate; inhibited by (Source activates Target)	Activation
NR3C1	GATA3	-|	activate; inhibited by (Target inhibits Source)	Inhibition
POU2F2	GATA3	->	expression regulated by (Swapped)	Activation
GATA3	SMAD3	->	complex; input (Complex interaction)	Activation
GATA3	TLE3	->	complex; input (Complex interaction)	Activation
GATA6	HEY1	->	complex; input (Complex interaction)	Activation
NUP210	GCKR	->	catalyzed by (Swapped)	Activation
TCF7L2	GDF15	->	expression regulated by (Swapped)	Activation
GFI1	MYC	->	complex; input (Complex interaction)	Activation
PBX3	GFI1	->	expression regulated by (Swapped)	Activation
POU2F2	GFI1	->	expression regulated by (Swapped)	Activation
GFRA1	GRB7	->	complex; input (Complex interaction)	Activation
GFRA1	IRS1	->	complex; input (Complex interaction)	Activation
GFRA1	PLCG1	->	complex; input (Complex interaction)	Activation
GFRA1	RAP1GAP	->	complex; input (Complex interaction)	Activation
GFRA1	SHC3	->	complex; input (Complex interaction)	Activation
GLCE	GPC1	->	catalyze	Activation
GLCE	GPC6	->	catalyze	Activation
GLCE	HSPG2	->	catalyze	Activation
GLCE	SDC2	->	catalyze	Activation
GLCE	SDC3	->	catalyze	Activation
KIF3A	GLI2	->	PPrel: activated by; activated by (Swapped)	Activation
GLI2	WNT7B	->	GErel: expression	Activation
GLI2	WNT8B	->	GErel: expression	Activation
MYC	GLS2	->	GErel: expression by (Swapped)	Activation
GNA15	GPR17	->	complex; input (Complex interaction)	Activation
GNA15	GPR68	->	complex; input (Complex interaction)	Activation
GNA15	KISS1	->	complex; input (Complex interaction)	Activation
GNA15	LPAR1	->	complex; input (Complex interaction)	Activation
LPAR2	GNA15	->	activated by; complex; input (Swapped)	Activation
GNA15	LPAR4	->	complex; input (Complex interaction)	Activation
GNA15	LPAR5	->	complex; input (Complex interaction)	Activation
GNA15	NMB	->	complex; input (Complex interaction)	Activation
GNA15	P2RY6	->	complex; input (Complex interaction)	Activation
GNA15	PLCG1	->	activate; catalyze	Activation
GNA15	RGS4	->	complex; input (Complex interaction)	Activation
GNA15	RGS5	->	complex; input (Complex interaction)	Activation
GNA15	S1PR2	->	complex; input (Complex interaction)	Activation
GNA15	SAA1	->	complex; input (Complex interaction)	Activation
GNA15	SLC9A3R1	->	complex; input (Complex interaction)	Activation
GNA15	TAC3	->	complex; input (Complex interaction)	Activation
HS3ST5	GPC1	->	catalyzed by (Swapped)	Activation
GPC1	LAMA1	->	complex; input (Complex interaction)	Activation
LRP1	GPC1	->	catalyzed by (Swapped)	Activation
GPC1	PRNP	->	complex; input (Complex interaction)	Activation
GPC1	PSG1	->	complex; input (Complex interaction)	Activation
GPC1	VEGFA	->	complex; input (Complex interaction)	Activation
HS3ST5	GPC6	->	catalyzed by (Swapped)	Activation
LRP1	GPC6	->	catalyzed by (Swapped)	Activation
GPSM3	GPER1	-|	inhibited by (Target inhibits Source)	Inhibition
GPSM3	GPR17	-|	inhibited by (Target inhibits Source)	Inhibition
GPSM3	GPR37	-|	inhibited by (Target inhibits Source)	Inhibition
GPR37	PSAP	->	complex; input (Complex interaction)	Activation
NR3C1	GPRC5A	->	expression regulated by (Swapped)	Activation
GPSM3	HCAR1	-|	inhibite	Inhibition
GPSM3	HTR1D	-|	inhibite	Inhibition
GPSM3	LPAR1	-|	inhibite	Inhibition
GPSM3	LPAR2	-|	inhibite	Inhibition
GPSM3	LPAR5	-|	inhibite	Inhibition
GPSM3	NPY1R	-|	inhibite	Inhibition
GPSM3	PSAP	-|	inhibite	Inhibition
GPSM3	S1PR2	-|	inhibite	Inhibition
GPSM3	SAA1	-|	inhibite	Inhibition
GPSM3	SSTR1	-|	inhibite	Inhibition
GPSM3	SSTR2	-|	inhibite	Inhibition
GPSM3	TAS2R1	-|	inhibite	Inhibition
GRB14	SGK1	->	activate	Activation
GRB7	KITLG	->	complex; input (Complex interaction)	Activation
GRB7	NRG2	->	complex; input (Complex interaction)	Activation
GRB7	PDGFA	->	complex; input (Complex interaction)	Activation
GRB7	PDGFB	->	complex; input (Complex interaction)	Activation
POU2F2	GRHL2	->	expression regulated by (Swapped)	Activation
GRIK4	GRIN2A	->	complex (Complex interaction)	Activation
GRIK4	RHOJ	->	catalyze	Activation
GRIN2A	PDLIM5	->	complex; input (Complex interaction)	Activation
PRKCG	GRIN2A	->	PPrel: indirect effect; catalyzed by (Swapped)	Activation
PRKCH	GRIN2A	->	catalyzed by (Swapped)	Activation
PRNP	GRIN2A	->	PPrel: activated, indirect effect (Swapped)	Activation
GRIN2A	RHOJ	->	catalyze	Activation
GRIN2A	SIPA1L1	->	complex; input (Complex interaction)	Activation
GRIP1	MEF2C	->	activate; reaction	Activation
GRIP1	NFATC1	->	reaction (Complex interaction)	Activation
GRIP1	NR3C1	->	activate	Activation
PRKCG	GRIP1	->	catalyzed by (Swapped)	Activation
GSN	MPP1	->	complex (Complex interaction)	Activation
GSN	MSN	->	complex (Complex interaction)	Activation
GSN	MYO7A	->	complex (Complex interaction)	Activation
PIP4K2C	GSN	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
PLCG1	GSN	->	activated by (Swapped)	Activation
KLF2	GSTM1	->	GErel: expression by (Swapped)	Activation
KLF2	GSTM2	->	GErel: expression by (Swapped)	Activation
KLF2	GSTM3	->	GErel: expression by (Swapped)	Activation
KLF2	GSTM4	->	GErel: expression by (Swapped)	Activation
KLF2	GSTP1	->	GErel: expression by (Swapped)	Activation
PYGL	GYG2	->	catalyzed by (Swapped)	Activation
MAML3	HES2	->	GErel: expression by (Swapped)	Activation
NOTCH2	HES2	->	GErel: expression by (Swapped)	Activation
MAML3	HES7	->	GErel: expression by (Swapped)	Activation
NOTCH2	HES7	->	GErel: expression by (Swapped)	Activation
NR3C1	HES7	->	expression regulated by (Swapped)	Activation
MAML3	HEY1	->	GErel: expression by (Swapped)	Activation
HEY1	MYC	->	GErel: expression	Activation
NOTCH2	HEY1	->	GErel: expression by (Swapped)	Activation
HEY1	ZNF175	->	expression regulates	Activation
HHIP	IHH	-|	PPrel: inhibition; complex; input	Inhibition
HIP1	HIP1R	->	complex; input (Complex interaction)	Activation
HIP1	IGF2R	->	complex; input (Complex interaction)	Activation
HIP1	ITSN1	->	complex; input (Complex interaction)	Activation
HIP1	KIAA0319	->	complex; input (Complex interaction)	Activation
NR3C1	HIP1	->	expression regulated by (Swapped)	Activation
HIP1	REPS2	->	complex; input (Complex interaction)	Activation
HIP1	SCARB2	->	complex; input (Complex interaction)	Activation
HIP1	SH3KBP1	->	complex; input (Complex interaction)	Activation
HIP1	STAM	->	complex; input (Complex interaction)	Activation
HIP1	SYNJ1	->	complex; input (Complex interaction)	Activation
HIP1	SYNJ2	->	complex; input (Complex interaction)	Activation
HIP1	SYT2	->	complex; input (Complex interaction)	Activation
HIP1	TGFA	->	complex; input (Complex interaction)	Activation
HIP1R	IGF2R	->	complex; input (Complex interaction)	Activation
HIP1R	ITSN1	->	complex; input (Complex interaction)	Activation
HIP1R	KIAA0319	->	complex; input (Complex interaction)	Activation
HIP1R	REPS2	->	complex; input (Complex interaction)	Activation
HIP1R	SCARB2	->	complex; input (Complex interaction)	Activation
HIP1R	SH3KBP1	->	complex; input (Complex interaction)	Activation
HIP1R	STAM	->	complex; input (Complex interaction)	Activation
HIP1R	SYNJ1	->	complex; input (Complex interaction)	Activation
HIP1R	SYNJ2	->	complex; input (Complex interaction)	Activation
HIP1R	SYT2	->	complex; input (Complex interaction)	Activation
HIP1R	TGFA	->	complex; input (Complex interaction)	Activation
MYC	HKDC1	->	GErel: expression by (Swapped)	Activation
HLA-A	HLA-B	->	input (Input/Compound interaction)	Activation
HLA-A	HLA-F	->	input (Input/Compound interaction)	Activation
HLA-A	HLA-G	->	input (Input/Compound interaction)	Activation
HLA-A	JUN	->	activate	Activation
HLA-A	LNPEP	->	complex (Complex interaction)	Activation
HLA-A	PAG1	->	activate	Activation
HLA-A	PTPN6	->	activate	Activation
HLA-A	TAP1	->	complex; input (Complex interaction)	Activation
HLA-B	HLA-F	->	input (Input/Compound interaction)	Activation
HLA-B	HLA-G	->	input (Input/Compound interaction)	Activation
HLA-B	LNPEP	->	complex (Complex interaction)	Activation
HLA-B	TAP1	->	complex; input (Complex interaction)	Activation
HLA-DMA	HLA-DMB	->	complex (Complex interaction)	Activation
HLA-DMA	HLA-DOA	->	complex (Complex interaction)	Activation
HLA-DMA	HLA-DPA1	->	complex; input (Complex interaction)	Activation
HLA-DMA	HLA-DPB1	->	complex; input (Complex interaction)	Activation
HLA-DMA	HLA-DRA	->	complex; input (Complex interaction)	Activation
HLA-DMA	HLA-DRB1	->	complex; input (Complex interaction)	Activation
HLA-DMA	HLA-DRB5	->	complex; input (Complex interaction)	Activation
HLA-DMB	HLA-DOA	->	complex (Complex interaction)	Activation
HLA-DMB	HLA-DPA1	->	complex; input (Complex interaction)	Activation
HLA-DMB	HLA-DPB1	->	complex; input (Complex interaction)	Activation
HLA-DMB	HLA-DRA	->	complex; input (Complex interaction)	Activation
HLA-DMB	HLA-DRB1	->	complex; input (Complex interaction)	Activation
HLA-DMB	HLA-DRB5	->	complex; input (Complex interaction)	Activation
HLA-DOA	HLA-DPA1	->	complex; input (Complex interaction)	Activation
HLA-DOA	HLA-DPB1	->	complex; input (Complex interaction)	Activation
HLA-DOA	HLA-DRA	->	complex; input (Complex interaction)	Activation
HLA-DOA	HLA-DRB1	->	complex; input (Complex interaction)	Activation
HLA-DOA	HLA-DRB5	->	complex; input (Complex interaction)	Activation
HLA-DPA1	HLA-DPB1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DPB1	HLA-DPA1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DPA1	HLA-DRA	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
HLA-DRA	HLA-DPA1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
HLA-DPA1	HLA-DRB1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DRB1	HLA-DPA1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DPA1	HLA-DRB5	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DRB5	HLA-DPA1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DPA1	KIF3A	->	input (Input/Compound interaction)	Activation
PAG1	HLA-DPA1	->	catalyzed by (Swapped)	Activation
HLA-DPA1	PLCG1	->	catalyze	Activation
PTPN22	HLA-DPA1	->	catalyzed by (Swapped)	Activation
PTPN6	HLA-DPA1	->	catalyzed by (Swapped)	Activation
HLA-DPB1	HLA-DRA	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DRA	HLA-DPB1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DPB1	HLA-DRB1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
HLA-DRB1	HLA-DPB1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
HLA-DPB1	HLA-DRB5	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
HLA-DRB5	HLA-DPB1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
HLA-DPB1	KIF3A	->	input (Input/Compound interaction)	Activation
PAG1	HLA-DPB1	->	catalyzed by (Swapped)	Activation
HLA-DPB1	PLCG1	->	catalyze	Activation
PTPN22	HLA-DPB1	->	catalyzed by (Swapped)	Activation
PTPN6	HLA-DPB1	->	catalyzed by (Swapped)	Activation
HLA-DRA	HLA-DRB1	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DRB1	HLA-DRA	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DRA	HLA-DRB5	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DRB5	HLA-DRA	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
HLA-DRA	KIF3A	->	input (Input/Compound interaction)	Activation
HLA-DRA	PAG1	->	activate; catalyzed by (Bidirectional Activation)	Activation
PAG1	HLA-DRA	->	activate; catalyzed by (Bidirectional Activation)	Activation
HLA-DRA	PLCG1	->	catalyze	Activation
POU2F2	HLA-DRA	->	expression regulated by (Swapped)	Activation
PTPN22	HLA-DRA	->	catalyzed by (Swapped)	Activation
HLA-DRA	PTPN6	->	activate; activated by; catalyzed by (Bidirectional Activation)	Activation
PTPN6	HLA-DRA	->	activate; activated by; catalyzed by (Bidirectional Activation)	Activation
HLA-DRA	STAT4	->	reaction (Complex interaction)	Activation
HLA-DRB1	HLA-DRB5	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
HLA-DRB5	HLA-DRB1	->	catalyze; catalyzed by; input (Bidirectional Activation)	Activation
HLA-DRB1	KIF3A	->	input (Input/Compound interaction)	Activation
HLA-DRB1	PAG1	->	activate; catalyzed by (Bidirectional Activation)	Activation
PAG1	HLA-DRB1	->	activate; catalyzed by (Bidirectional Activation)	Activation
HLA-DRB1	PLCG1	->	catalyze	Activation
PTPN22	HLA-DRB1	->	catalyzed by (Swapped)	Activation
HLA-DRB1	PTPN6	->	activate; activated by; catalyzed by (Bidirectional Activation)	Activation
PTPN6	HLA-DRB1	->	activate; activated by; catalyzed by (Bidirectional Activation)	Activation
HLA-DRB1	STAT4	->	reaction (Complex interaction)	Activation
HLA-DRB5	KIF3A	->	input (Input/Compound interaction)	Activation
PAG1	HLA-DRB5	->	catalyzed by (Swapped)	Activation
HLA-DRB5	PLCG1	->	catalyze	Activation
PTPN22	HLA-DRB5	->	catalyzed by (Swapped)	Activation
PTPN6	HLA-DRB5	->	catalyzed by (Swapped)	Activation
HLA-F	HLA-G	->	input (Input/Compound interaction)	Activation
HLA-F	LNPEP	->	complex (Complex interaction)	Activation
HLA-F	TAP1	->	complex; input (Complex interaction)	Activation
HLA-G	LNPEP	->	complex (Complex interaction)	Activation
HLA-G	TAP1	->	complex; input (Complex interaction)	Activation
HMGA1	HMGA2	->	complex; input (Complex interaction)	Activation
HMGA1	NUP210	->	complex; input (Complex interaction)	Activation
HS3ST5	HSPG2	->	catalyze	Activation
HS3ST5	SDC2	->	catalyze	Activation
HS3ST5	SDC3	->	catalyze	Activation
HSPG2	ITGA2	->	PPrel: activation; complex; input	Activation
HSPG2	KDR	->	complex; input (Complex interaction)	Activation
HSPG2	LAMA1	->	complex; input (Complex interaction)	Activation
HSPG2	LAMA3	->	complex; input (Complex interaction)	Activation
HSPG2	LAMA5	->	complex; input (Complex interaction)	Activation
HSPG2	LAMB2	->	complex; input (Complex interaction)	Activation
HSPG2	LAMC2	->	complex; input (Complex interaction)	Activation
LRP1	HSPG2	->	catalyzed by (Swapped)	Activation
MMP15	HSPG2	->	catalyzed by (Swapped)	Activation
MMP3	HSPG2	->	catalyzed by (Swapped)	Activation
HSPG2	NID2	->	complex; input (Complex interaction)	Activation
HSPG2	PDGFA	->	complex; input (Complex interaction)	Activation
HSPG2	PDGFB	->	complex; input (Complex interaction)	Activation
HSPG2	VEGFA	->	PPrel: activation	Activation
IBTK	SH3BP5	->	reaction (Complex interaction)	Activation
JUN	ICAM1	->	GErel: expression by; expression regulated by (Swapped)	Activation
ICAM1	MSN	->	PPrel: binding/association (Binding/Association)	Activation
MST1R	ICAM1	->	activated by (Swapped)	Activation
ICAM1	PLCG1	->	PPrel: activation	Activation
JUN	ID1	->	expression regulated by (Swapped)	Activation
MYC	ID1	->	expression regulated by (Swapped)	Activation
NR3C1	ID1	->	expression regulated by (Swapped)	Activation
TCF7L2	ID1	->	expression regulated by (Swapped)	Activation
TFAP2C	ID1	->	expression regulated by (Swapped)	Activation
ZEB1	IFI27	->	expression regulated by (Swapped)	Activation
IL11	IFNAR2	->	PPrel: activated by (Swapped)	Activation
IL6	IFNAR2	->	PPrel: activated by (Swapped)	Activation
IFNAR2	JAK1	->	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
JAK1	IFNAR2	->	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
IFNAR2	JUN	->	reaction (Complex interaction)	Activation
LIF	IFNAR2	->	PPrel: activated by (Swapped)	Activation
IFNAR2	NFATC1	->	reaction (Complex interaction)	Activation
IFNAR2	PDGFA	->	PPrel (Input/Compound interaction)	Activation
IFNAR2	PDGFB	->	PPrel (Input/Compound interaction)	Activation
IFNAR2	SOCS3	->	complex; input; reaction (Complex interaction)	Activation
IFNAR2	USP18	->	complex; input (Complex interaction)	Activation
IL11	IFNGR2	->	PPrel: activated by (Swapped)	Activation
IL6	IFNGR2	->	PPrel: activated by (Swapped)	Activation
IFNGR2	JAK1	->	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
JAK1	IFNGR2	->	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation
LIF	IFNGR2	->	PPrel: activated by (Swapped)	Activation
IFNGR2	MARCKSL1	->	GErel: expression, indirect effect	Activation
IFNGR2	PDGFA	->	PPrel (Input/Compound interaction)	Activation
IFNGR2	PDGFB	->	PPrel (Input/Compound interaction)	Activation
PTPN6	IFNGR2	->	catalyzed by; reaction (Swapped)	Activation
IFNGR2	SOCS3	->	complex; input; reaction (Complex interaction)	Activation
IL11	IFNLR1	->	PPrel: activated by (Swapped)	Activation
IL6	IFNLR1	->	PPrel: activated by (Swapped)	Activation
IFNLR1	JAK1	->	PPrel: binding/association; complex; input (Binding/Association)	Activation
LIF	IFNLR1	->	PPrel: activated by (Swapped)	Activation
IFNLR1	PDGFA	->	PPrel (Input/Compound interaction)	Activation
IFNLR1	PDGFB	->	PPrel (Input/Compound interaction)	Activation
IFNLR1	STAT4	->	complex; input (Complex interaction)	Activation
IFT27	IFT43	->	complex; input (Complex interaction)	Activation
IFT27	KIF3A	->	complex; input (Complex interaction)	Activation
IFT43	KIF3A	->	complex; input (Complex interaction)	Activation
IGF2R	IRS1	->	catalyze	Activation
IGF2R	ITSN1	->	complex; input (Complex interaction)	Activation
IGF2R	RHOBTB3	->	complex; input (Complex interaction)	Activation
IGF2R	SYNJ1	->	complex; input (Complex interaction)	Activation
IGF2R	SYNJ2	->	complex; input (Complex interaction)	Activation
TCF7L2	IGFBP1	->	expression regulated by (Swapped)	Activation
IHH	PTCH2	->	PPrel: activation; complex; input	Activation
IL11	IL6R	->	PPrel: activation	Activation
IL11	JAK1	->	complex; input (Complex interaction)	Activation
IL11	LIFR	->	PPrel: activation	Activation
IL1A	IL1RAP	->	PPrel: activation; complex; input	Activation
JUN	IL1A	->	GErel: expression by (Swapped)	Activation
MAPK13	IL1A	->	GErel: expression, indirect effect (Swapped)	Activation
ZEB1	IL1A	->	expression regulated by (Swapped)	Activation
IL1B	IL1RAP	->	PPrel: activation; complex; input	Activation
IRF5	IL1B	->	GErel: expression by (Swapped)	Activation
JUN	IL1B	->	GErel: expression by; PPrel: activated by (Swapped)	Activation
MALT1	IL1B	->	catalyzed by (Swapped)	Activation
MAPK13	IL1B	->	GErel: expression, indirect effect (Swapped)	Activation
NLRP3	IL1B	->	PPrel: activated by (Swapped)	Activation
IL1B	SQSTM1	-|	inhibit	Inhibition
ZEB1	IL1B	->	expression regulated by (Swapped)	Activation
IL1RAP	IRS1	->	activate	Activation
IL1RAP	KITLG	->	activate	Activation
IL1RAP	KL	->	activate	Activation
IL1RAP	MAPK13	->	PPrel: activation, indirect effect	Activation
IL1RAP	NRG2	->	activate	Activation
IL1RAP	PDGFA	->	activate	Activation
IL1RAP	PDGFB	->	activate	Activation
IL1RAP	PIK3AP1	->	activate	Activation
IL1RAP	TGFA	->	activate	Activation
IL6	IL6R	->	PPrel: activation; catalyze; catalyzed by; complex; inhibited by; input; reaction	Activation
IRF5	IL6	->	GErel: expression by (Swapped)	Activation
JAK1	IL6	->	PPrel: activation; catalyze; catalyzed by; complex; inhibit; input; reaction (Swapped)	Activation
JUN	IL6	->	GErel: expression by; PPrel: activated by (Swapped)	Activation
IL6	LIFR	->	PPrel: activation	Activation
MAPK13	IL6	->	GErel: expression, indirect effect (Swapped)	Activation
IL6	SOCS3	->	activate; complex; input; reaction	Activation
JAK1	IL6R	->	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; inhibit; input; reaction (Swapped)	Activation
LIF	IL6R	->	PPrel: activated by (Swapped)	Activation
IL6R	PDGFA	->	PPrel (Input/Compound interaction)	Activation
IL6R	PDGFB	->	PPrel (Input/Compound interaction)	Activation
IL6R	PLCG1	->	PPrel: activation	Activation
IL6R	SHC3	->	PPrel: activation	Activation
IL6R	SOCS3	->	GErel: expression, indirect effect; activate; complex; input; reaction	Activation
INHBA	INHBB	->	complex; reaction (Input/Compound interaction)	Activation
INHBA	SMAD3	->	catalyze	Activation
INHBA	TGFB2	-|	PPrel: inhibition	Inhibition
INHBA	TGFB3	-|	PPrel: inhibition	Inhibition
INHBB	SMAD3	->	catalyze	Activation
INHBB	TGFB2	-|	PPrel: inhibition	Inhibition
INHBB	TGFB3	-|	PPrel: inhibition	Inhibition
ITGB3	IRS1	->	activated by (Swapped)	Activation
IRS1	JAK1	->	complex; input (Complex interaction)	Activation
KDR	IRS1	->	PPrel: activated by (Swapped)	Activation
KL	IRS1	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
IRS1	MDK	->	complex; input (Complex interaction)	Activation
IRS1	NCK2	->	complex; input (Complex interaction)	Activation
IRS1	NGF	->	complex; input (Complex interaction)	Activation
NGFR	IRS1	->	PPrel: activated by (Swapped)	Activation
NTRK2	IRS1	->	PPrel: activated by; PPrel: activated by, phosphorylation; interaction (Swapped)	Activation
IRS1	PTN	->	complex; input (Complex interaction)	Activation
SOCS2	IRS1	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition
SOCS3	IRS1	-|	PPrel: inhibited by; PPrel: inhibited, indirect effect; inhibited by (Target inhibits Source)	Inhibition
ITGA2	ITGB3	->	complex (Complex interaction)	Activation
ITGA2	ITGB8	->	complex (Complex interaction)	Activation
ITGA2	ITGBL1	->	complex (Complex interaction)	Activation
LAMA1	ITGA2	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMA3	ITGA2	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMA5	ITGA2	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMB2	ITGA2	->	PPrel: activated by; complex; input (Swapped)	Activation
LAMC2	ITGA2	->	PPrel: activated by; complex; input (Swapped)	Activation
ITGA2	LUM	->	complex; input (Complex interaction)	Activation
PTK2B	ITGA2	->	catalyzed by; complex; input (Swapped)	Activation
ITGA2	PTPN6	->	PPrel: activation	Activation
ITGA2	SDC2	->	complex; input (Complex interaction)	Activation
THBS2	ITGA2	->	PPrel: activated by (Swapped)	Activation
VTN	ITGA2	->	PPrel: activated by (Swapped)	Activation
ITGA6	ITGB3	->	complex (Complex interaction)	Activation
