Gene1	Gene2	Annotation	Direction	Score
HIP1	REPS2	complex; input	-	1.0
HIP1	SCARB2	complex; input	-	1.0
HIP1	SH3KBP1	complex; input	-	1.0
HIP1	STAM	complex; input	-	1.0
HIP1	SYNJ1	complex; input	-	1.0
HIP1	SYNJ2	complex; input	-	1.0
HIP1	SYT2	complex; input	-	1.0
HIP1	TGFA	complex; input	-	1.0
HIP1R	IGF2R	complex; input	-	1.0
HIP1R	ITSN1	complex; input	-	1.0
HIP1R	KIAA0319	complex; input	-	1.0
HIP1R	REPS2	complex; input	-	1.0
HIP1R	SCARB2	complex; input	-	1.0
HIP1R	SH3KBP1	complex; input	-	1.0
HIP1R	STAM	complex; input	-	1.0
HIP1R	SYNJ1	complex; input	-	1.0
HIP1R	SYNJ2	complex; input	-	1.0
HIP1R	SYT2	complex; input	-	1.0
HIP1R	TGFA	complex; input	-	1.0
HIPK2	MEF2C	predicted	-	0.91
HKDC1	MYC	GErel: expression by	<-	1.0
HLA-A	HLA-B	input	-	1.0
HLA-A	HLA-F	input	-	1.0
HLA-A	HLA-G	input	-	1.0
HLA-A	JUN	activate	->	1.0
HLA-A	LNPEP	complex	-	1.0
HLA-A	PAG1	activate	->	1.0
HLA-A	PTPN6	activate	->	1.0
HLA-A	TAP1	complex; input	-	1.0
HLA-B	HLA-F	input	-	1.0
HLA-B	HLA-G	input	-	1.0
HLA-B	LNPEP	complex	-	1.0
HLA-B	TAP1	complex; input	-	1.0
HLA-DMA	HLA-DMB	complex	-	1.0
HLA-DMA	HLA-DOA	complex	-	1.0
HLA-DMA	HLA-DPA1	complex; input	-	1.0
HLA-DMA	HLA-DPB1	complex; input	-	1.0
HLA-DMA	HLA-DRA	complex; input	-	1.0
HLA-DMA	HLA-DRB1	complex; input	-	1.0
HLA-DMA	HLA-DRB5	complex; input	-	1.0
HLA-DMB	HLA-DOA	complex	-	1.0
HLA-DMB	HLA-DPA1	complex; input	-	1.0
HLA-DMB	HLA-DPB1	complex; input	-	1.0
HLA-DMB	HLA-DRA	complex; input	-	1.0
HLA-DMB	HLA-DRB1	complex; input	-	1.0
HLA-DMB	HLA-DRB5	complex; input	-	1.0
HLA-DOA	HLA-DPA1	complex; input	-	1.0
HLA-DOA	HLA-DPB1	complex; input	-	1.0
HLA-DOA	HLA-DRA	complex; input	-	1.0
HLA-DOA	HLA-DRB1	complex; input	-	1.0
HLA-DOA	HLA-DRB5	complex; input	-	1.0
HLA-DPA1	HLA-DPB1	catalyze; catalyzed by; complex; input	<->	1.0
HLA-DPA1	HLA-DRA	catalyze; catalyzed by; input	<->	1.0
HLA-DPA1	HLA-DRB1	catalyze; catalyzed by; complex; input	<->	1.0
HLA-DPA1	HLA-DRB5	catalyze; catalyzed by; complex; input	<->	1.0
HLA-DPA1	KIF3A	input	-	1.0
HLA-DPA1	PAG1	catalyzed by	<-	1.0
HLA-DPA1	PLCG1	catalyze	->	1.0
HLA-DPA1	PTPN22	catalyzed by	<-	1.0
HLA-DPA1	PTPN6	catalyzed by	<-	1.0
HLA-DPB1	HLA-DRA	catalyze; catalyzed by; complex; input	<->	1.0
HLA-DPB1	HLA-DRB1	catalyze; catalyzed by; input	<->	1.0
HLA-DPB1	HLA-DRB5	catalyze; catalyzed by; input	<->	1.0
HLA-DPB1	KIF3A	input	-	1.0
HLA-DPB1	PAG1	catalyzed by	<-	1.0
HLA-DPB1	PLCG1	catalyze	->	1.0
HLA-DPB1	PTPN22	catalyzed by	<-	1.0
HLA-DPB1	PTPN6	catalyzed by	<-	1.0
HLA-DRA	HLA-DRB1	catalyze; catalyzed by; complex; input	<->	1.0
HLA-DRA	HLA-DRB5	catalyze; catalyzed by; complex; input	<->	1.0
HLA-DRA	KIF3A	input	-	1.0
HLA-DRA	PAG1	activate; catalyzed by	<->	1.0
HLA-DRA	PLCG1	catalyze	->	1.0
HLA-DRA	POU2F2	expression regulated by	<-	1.0
HLA-DRA	PTPN22	catalyzed by	<-	1.0
HLA-DRA	PTPN6	activate; activated by; catalyzed by	<->	1.0
HLA-DRA	STAT4	reaction	-	1.0
HLA-DRB1	HLA-DRB5	catalyze; catalyzed by; input	<->	1.0
HLA-DRB1	KIF3A	input	-	1.0
HLA-DRB1	PAG1	activate; catalyzed by	<->	1.0
HLA-DRB1	PLCG1	catalyze	->	1.0
HLA-DRB1	PTPN22	catalyzed by	<-	1.0
HLA-DRB1	PTPN6	activate; activated by; catalyzed by	<->	1.0
HLA-DRB1	STAT4	reaction	-	1.0
HLA-DRB5	KIF3A	input	-	1.0
HLA-DRB5	PAG1	catalyzed by	<-	1.0
HLA-DRB5	PLCG1	catalyze	->	1.0
HLA-DRB5	PTPN22	catalyzed by	<-	1.0
HLA-DRB5	PTPN6	catalyzed by	<-	1.0
HLA-F	HLA-G	input	-	1.0
HLA-F	LNPEP	complex	-	1.0
HLA-F	TAP1	complex; input	-	1.0
HLA-G	LNPEP	complex	-	1.0
HLA-G	TAP1	complex; input	-	1.0
HMGA1	HMGA2	complex; input	-	1.0
HMGA1	NUP210	complex; input	-	1.0
HMGA2	SMAD3	predicted	-	0.91
HMGB2	HMGB3	predicted	-	0.92
HMGB2	STMN1	predicted	-	0.89
HS3ST5	HSPG2	catalyze	->	1.0
HS3ST5	SDC2	catalyze	->	1.0
HS3ST5	SDC3	catalyze	->	1.0
HSPG2	ITGA2	PPrel: activation; complex; input	->	1.0
HSPG2	KDR	complex; input	-	1.0
HSPG2	LAMA1	complex; input	-	1.0
HSPG2	LAMA3	complex; input	-	1.0
HSPG2	LAMA5	complex; input	-	1.0
HSPG2	LAMB2	complex; input	-	1.0
HSPG2	LAMC2	complex; input	-	1.0
HSPG2	LRP1	catalyzed by	<-	1.0
HSPG2	MMP15	catalyzed by	<-	1.0
HSPG2	MMP3	catalyzed by	<-	1.0
HSPG2	NID2	complex; input	-	1.0
HSPG2	PDGFA	complex; input	-	1.0
HSPG2	PDGFB	complex; input	-	1.0
HSPG2	VEGFA	PPrel: activation	->	1.0
HTRA1	HTRA3	predicted	-	0.89
IBTK	SH3BP5	reaction	-	1.0
ICAM1	JUN	GErel: expression by; expression regulated by	<-	1.0
ICAM1	MSN	PPrel: binding/association	-	1.0
ICAM1	MST1R	activated by	<-	1.0
ICAM1	PLCG1	PPrel: activation	->	1.0
ID1	JUN	expression regulated by	<-	1.0
ID1	MYC	expression regulated by	<-	1.0
ID1	NR3C1	expression regulated by	<-	1.0
ID1	SMAD3	predicted	-	0.92
ID1	TCF4	predicted	-	0.94
ID1	TCF7L2	expression regulated by	<-	1.0
ID1	TFAP2C	expression regulated by	<-	1.0
IFI27	IFI6	predicted	-	0.91
IFI27	ZEB1	expression regulated by	<-	1.0
IFI35	IFI6	predicted	-	0.92
IFI6	OAS2	predicted	-	0.9
IFNAR2	IL11	PPrel: activated by	<-	1.0
IFNAR2	IL6	PPrel: activated by	<-	1.0
IFNAR2	JAK1	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; input	<->	1.0
IFNAR2	JUN	reaction	-	1.0
IFNAR2	LIF	PPrel: activated by	<-	1.0
IFNAR2	NFATC1	reaction	-	1.0
IFNAR2	PDGFA	PPrel	-	1.0
IFNAR2	PDGFB	PPrel	-	1.0
IFNAR2	PTPN6	catalyzed by; inhibited by	-	1.0
IFNAR2	SOCS3	complex; input; reaction	-	1.0
IFNAR2	TNFSF10	PPrel: indirect effect	-	1.0
IFNAR2	USP18	complex; input	-	1.0
IFNGR2	IL11	PPrel: activated by	<-	1.0
IFNGR2	IL6	PPrel: activated by	<-	1.0
IFNGR2	JAK1	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; input	<->	1.0
IFNGR2	LIF	PPrel: activated by	<-	1.0
IFNGR2	MARCKSL1	GErel: expression, indirect effect	->	1.0
IFNGR2	PDGFA	PPrel	-	1.0
IFNGR2	PDGFB	PPrel	-	1.0
IFNGR2	PTPN6	catalyzed by; reaction	<-	1.0
IFNGR2	SOCS3	complex; input; reaction	-	1.0
IFNGR2	TNFSF10	PPrel: indirect effect	-	1.0
IFNLR1	IL11	PPrel: activated by	<-	1.0
IFNLR1	IL6	PPrel: activated by	<-	1.0
IFNLR1	JAK1	PPrel: binding/association; complex; input	-	1.0
IFNLR1	LIF	PPrel: activated by	<-	1.0
IFNLR1	PDGFA	PPrel	-	1.0
IFNLR1	PDGFB	PPrel	-	1.0
IFNLR1	STAT4	complex; input	-	1.0
IFT27	IFT43	complex; input	-	1.0
IFT27	KIF3A	complex; input	-	1.0
IFT43	KIF3A	complex; input	-	1.0
IGF2R	IRS1	catalyze	->	1.0
IGF2R	ITSN1	complex; input	-	1.0
IGF2R	RHOBTB3	complex; input	-	1.0
IGF2R	SYNJ1	complex; input	-	1.0
IGF2R	SYNJ2	complex; input	-	1.0
IGFBP1	IGFBP2	predicted	-	0.91
IGFBP1	IGFBP3	predicted	-	0.9
IGFBP1	TCF7L2	expression regulated by	<-	1.0
IGFBP2	IGFBP6	predicted	-	0.92
IGFBP7	INHBA	predicted	-	0.93
IHH	PTCH2	PPrel: activation; complex; input	->	1.0
IL11	IL6R	PPrel: activation	->	1.0
IL11	JAK1	complex; input	-	1.0
IL11	LIFR	PPrel: activation	->	1.0
IL1A	IL1B	predicted	-	0.93
IL1A	IL1RAP	PPrel: activation; complex; input	->	1.0
IL1A	JUN	GErel: expression by	<-	1.0
IL1A	MAPK13	GErel: expression, indirect effect	<-	1.0
IL1A	ZEB1	expression regulated by	<-	1.0
IL1B	IL1RAP	PPrel: activation; complex; input	->	1.0
IL1B	IRF5	GErel: expression by	<-	1.0
IL1B	JUN	GErel: expression by; PPrel: activated by	<-	1.0
IL1B	MALT1	catalyzed by	<-	1.0
IL1B	MAPK13	GErel: expression, indirect effect	<-	1.0
IL1B	NLRP3	PPrel: activated by	<-	1.0
IL1B	SQSTM1	inhibit	-|	1.0
IL1B	ZEB1	expression regulated by	<-	1.0
IL1RAP	IRS1	activate	->	1.0
IL1RAP	KITLG	activate	->	1.0
IL1RAP	KL	activate	->	1.0
IL1RAP	MAPK13	PPrel: activation, indirect effect	->	1.0
IL1RAP	NRG2	activate	->	1.0
IL1RAP	PDGFA	activate	->	1.0
IL1RAP	PDGFB	activate	->	1.0
IL1RAP	PIK3AP1	activate	->	1.0
IL1RAP	PTPRS	predicted	-	0.91
IL1RAP	TGFA	activate	->	1.0
IL6	IL6R	PPrel: activation; catalyze; catalyzed by; complex; inhibited by; input; reaction	->	1.0
IL6	IRF5	GErel: expression by	<-	1.0
IL6	JAK1	PPrel: activation; catalyze; catalyzed by; complex; inhibit; input; reaction	<-	1.0
IL6	JUN	GErel: expression by; PPrel: activated by	<-	1.0
IL6	LIFR	PPrel: activation	->	1.0
IL6	MAPK13	GErel: expression, indirect effect	<-	1.0
IL6	SOCS3	activate; complex; input; reaction	->	1.0
IL6R	JAK1	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; inhibit; input; reaction	<-	1.0
IL6R	LIF	PPrel: activated by	<-	1.0
IL6R	PDGFA	PPrel	-	1.0
IL6R	PDGFB	PPrel	-	1.0
IL6R	PLCG1	PPrel: activation	->	1.0
IL6R	SHC3	PPrel: activation	->	1.0
IL6R	SOCS3	GErel: expression, indirect effect; activate; complex; input; reaction	->	1.0
INHBA	INHBB	complex; reaction	-	1.0
INHBA	SMAD3	catalyze	->	1.0
INHBA	TGFB2	PPrel: inhibition	-|	1.0
INHBA	TGFB3	PPrel: inhibition	-|	1.0
INHBB	SMAD3	catalyze	->	1.0
INHBB	TGFB2	PPrel: inhibition	-|	1.0
INHBB	TGFB3	PPrel: inhibition	-|	1.0
IRS1	ITGB3	activated by	<-	1.0
IRS1	JAK1	complex; input	-	1.0
IRS1	KDR	PPrel: activated by	<-	1.0
IRS1	KL	PPrel: inhibited by	|-	1.0
IRS1	MDK	complex; input	-	1.0
IRS1	NCK2	complex; input	-	1.0
IRS1	NGF	complex; input	-	1.0
IRS1	NGFR	PPrel: activated by	<-	1.0
IRS1	NTRK2	PPrel: activated by; PPrel: activated by, phosphorylation; interaction	<-	1.0
IRS1	PTN	complex; input	-	1.0
IRS1	SOCS2	PPrel: inhibited by	|-	1.0
IRS1	SOCS3	PPrel: inhibited by; PPrel: inhibited, indirect effect; inhibited by	|-	1.0
ITGA2	ITGB3	complex	-	1.0
ITGA2	ITGB8	complex	-	1.0
ITGA2	ITGBL1	complex	-	1.0
ITGA2	LAMA1	PPrel: activated by; complex; input	<-	1.0
ITGA2	LAMA3	PPrel: activated by; complex; input	<-	1.0
ITGA2	LAMA5	PPrel: activated by; complex; input	<-	1.0
ITGA2	LAMB2	PPrel: activated by; complex; input	<-	1.0
ITGA2	LAMC2	PPrel: activated by; complex; input	<-	1.0
ITGA2	LUM	complex; input	-	1.0
ITGA2	PTK2B	catalyzed by; complex; input	<-	1.0
ITGA2	PTPN6	PPrel: activation	->	1.0
ITGA2	SDC2	complex; input	-	1.0
ITGA2	THBS2	PPrel: activated by	<-	1.0
ITGA2	VTN	PPrel: activated by	<-	1.0
ITGA6	ITGB3	complex	-	1.0
ITGA6	ITGB8	complex	-	1.0
ITGA6	ITGBL1	complex	-	1.0
ITGA6	LAMA1	PPrel: activated by; PPrel: binding/association; complex; input	<-	1.0
ITGA6	LAMA3	PPrel: activated by; PPrel: binding/association; complex; input	<-	1.0
ITGA6	LAMA5	PPrel: activated by; PPrel: binding/association; complex; input	<-	1.0
ITGA6	LAMB2	PPrel: activated by; PPrel: binding/association; complex; input	<-	1.0
ITGA6	LAMC2	PPrel: activated by; PPrel: binding/association; complex; input	<-	1.0
ITGA6	MDK	complex; input	-	1.0
ITGA6	PTK2B	catalyzed by; complex; input	<-	1.0
ITGA6	THBS2	PPrel: activated by; complex; input	<-	1.0
ITGA6	VTN	PPrel: activated by	<-	1.0
ITGB3	ITGB8	predicted	-	0.92
ITGB3	JUN	GErel: expression by	<-	1.0
ITGB3	KDR	PPrel: activated, indirect effect; catalyze; catalyzed by; complex; input	<->	1.0
ITGB3	L1CAM	complex; input	-	1.0
ITGB3	LAMA1	PPrel: activated by	<-	1.0
ITGB3	LAMA3	PPrel: activated by	<-	1.0
ITGB3	LAMA5	PPrel: activated by	<-	1.0
ITGB3	LAMB2	PPrel: activated by	<-	1.0
ITGB3	LAMC2	PPrel: activated by	<-	1.0
ITGB3	LRP1	activated by	<-	1.0
ITGB3	NFATC1	GErel: expression by	<-	1.0
ITGB3	PDGFB	complex; input	-	1.0
ITGB3	PECAM1	PPrel: activated, indirect effect; complex; input	<-	1.0
ITGB3	PLAU	complex; input	-	1.0
ITGB3	PLCD4	PPrel: activation, indirect effect	->	1.0
ITGB3	PLCE1	PPrel: activation, indirect effect	->	1.0
ITGB3	PLCG1	PPrel: activation, indirect effect	->	1.0
ITGB3	PRKCG	PPrel: binding/association	-	1.0
ITGB3	PTK2B	activate; complex; input	->	1.0
ITGB3	PVR	complex; input	-	1.0
ITGB3	SERPINE1	complex; input	-	1.0
ITGB3	TGFB3	complex; input	-	1.0
ITGB3	TGM2	predicted	-	0.93
ITGB3	THBS2	PPrel: activated by	<-	1.0
ITGB3	VEGFA	catalyze; catalyzed by; complex; input	<->	1.0
ITGB3	VTN	PPrel: activated by; activated by; complex; input; reaction	<-	1.0
ITGB8	LAMA1	PPrel: activated by; complex; input	<-	1.0
ITGB8	LAMA3	PPrel: activated by; complex; input	<-	1.0
ITGB8	LAMA5	PPrel: activated by; complex; input	<-	1.0
ITGB8	LAMB2	PPrel: activated by; complex; input	<-	1.0
ITGB8	LAMC2	PPrel: activated by; complex; input	<-	1.0
ITGB8	PRKCG	PPrel: binding/association	-	1.0
ITGB8	PTK2B	catalyzed by; complex; input	<-	1.0
ITGB8	TGFB3	complex; input	-	1.0
ITGB8	THBS2	PPrel: activated by	<-	1.0
ITGB8	VTN	PPrel: activated by; complex; input	<-	1.0
ITGBL1	LAMA1	complex; input	-	1.0
ITGBL1	LAMA3	complex; input	-	1.0
ITGBL1	LAMA5	complex; input	-	1.0
ITGBL1	LAMB2	complex; input	-	1.0
ITGBL1	LAMC2	complex; input	-	1.0
ITGBL1	PTK2B	catalyzed by; complex; input	<-	1.0
ITSN1	KIAA0319	complex; input	-	1.0
ITSN1	REPS2	complex; input	-	1.0
ITSN1	RHOB	catalyze	->	1.0
ITSN1	SCARB2	complex; input	-	1.0
ITSN1	SH3KBP1	complex; input	-	1.0
ITSN1	STAM	complex; input	-	1.0
ITSN1	SYNJ1	complex; input	-	1.0
ITSN1	SYNJ2	complex; input	-	1.0
ITSN1	SYT2	complex; input	-	1.0
ITSN1	TGFA	complex; input	-	1.0
JAG2	NOTCH2	PPrel: activation; PPrel: inhibition; complex; input	-	1.0
JAK1	KDR	PPrel: activated by	<-	1.0
JAK1	LIF	complex; input	-	1.0
JAK1	LIFR	PPrel: activated by; PPrel: binding/association; complex; input	<-	1.0
JAK1	PDGFA	catalyzed by	<-	1.0
JAK1	PDGFD	catalyzed by	<-	1.0
JAK1	PTK2B	complex; input	-	1.0
JAK1	PTPN6	PPrel: inhibited by, dephosphorylation; activate; catalyzed by; complex; inhibited by; input; reaction	->	1.0
JAK1	SMPD1	activate	->	1.0
JAK1	SOCS2	PPrel: inhibited by; complex; input	|-	1.0
JAK1	SOCS3	PPrel: binding/association; PPrel: inhibited by; activate; complex; input; reaction	|->	1.0
JAK1	STAM	PPrel: activated by; complex; input	<-	1.0
JAK1	STAT4	PPrel: activation; PPrel: activation, phosphorylation; complex; input	->	1.0
JAK1	USP18	catalyzed by	<-	1.0
JDP2	JUN	predicted	-	0.92
JPH1	JPH2	predicted	-	0.93
JUN	KRT16	expression regulates	->	1.0
JUN	LEF1	GErel: expression by	<-	1.0
JUN	LMO2	expression regulates	->	1.0
JUN	LOX	expression regulates	->	1.0
JUN	LPAR1	activated by; expression regulates	<->	1.0
JUN	LPAR2	activated by	<-	1.0
JUN	MAPK13	PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activated, indirect effect	<-	1.0
JUN	MAT2A	expression regulates	->	1.0
JUN	MECOM	reaction	-	1.0
JUN	MEF2C	reaction	-	1.0
JUN	MGP	expression regulates	->	1.0
JUN	MMP12	expression regulates	->	1.0
JUN	MMP3	expression regulates	->	1.0
JUN	MT1A	expression regulates	->	1.0
JUN	MYC	GErel: expression; expression regulates	->	1.0
JUN	NEK6	expression regulates	->	1.0
JUN	NFATC1	GErel: expression; complex; inhibited by; input; reaction	|->	1.0
JUN	NGF	expression regulates	->	1.0
JUN	NNMT	expression regulates	->	1.0
JUN	NR2F1	activated by; inhibite	<-|	1.0
JUN	NR3C1	activate; complex; inhibited by; input; reaction	|->	1.0
JUN	PDE5A	expression regulates	->	1.0
JUN	PDGFA	GErel: expression	->	1.0
JUN	PDGFB	GErel: expression	->	1.0
JUN	PGF	GErel: expression	->	1.0
JUN	PLAT	expression regulates	->	1.0
JUN	PPARG	activate; activated by; inhibit; inhibited by; input	-	1.0
JUN	PPARGC1A	activated by; inhibit	<-|	1.0
JUN	PTPRB	expression regulates	->	1.0
JUN	RARB	expression regulated by	<-	1.0
JUN	RNF128	activate; inhibited by	|->	1.0
JUN	SDC2	activated by	<-	1.0
JUN	SEMA3A	expression regulates	->	1.0
JUN	SERPINE1	GErel: expression; expression regulates	->	1.0
JUN	SFRP1	expression regulates	->	1.0
JUN	SLC40A1	expression regulates	->	1.0
JUN	SLC7A11	expression regulates	->	1.0
JUN	SMAD3	complex; expression regulated by; input; reaction	<-	1.0
JUN	SNAI2	reaction	-	1.0
JUN	STAT4	activate; complex; inhibited by; input; reaction	|->	1.0
JUN	TCF4	predicted	-	0.91
JUN	TCF7	GErel: expression by	<-	1.0
JUN	TCF7L2	GErel: expression by; complex; input	<-	1.0
JUN	TDG	predicted	-	0.93
JUN	TFPI2	expression regulates	->	1.0
JUN	TLR4	PCrel: activated, indirect effect; expression regulates	<->	1.0
JUN	TNFAIP3	GErel: expression; expression regulates	->	1.0
JUN	TNFRSF1A	expression regulates	->	1.0
JUN	TOX2	expression regulates	->	1.0
JUN	VEGFA	GErel: expression; expression regulates	->	1.0
JUN	ZEB1	expression regulates	->	1.0
JUN	ZSCAN31	expression regulates	->	1.0
JUP	LEF1	PPrel: activation; PPrel: binding/association	->	1.0
JUP	MEF2C	expression regulated by	<-	1.0
JUP	MMP15	catalyzed by	<-	1.0
JUP	MMP3	activated by	<-	1.0
JUP	MMP8	catalyzed by	<-	1.0
JUP	MYC	GErel: expression	->	1.0
JUP	PAK2	catalyzed by	<-	1.0
JUP	PBX3	expression regulated by	<-	1.0
JUP	PECAM1	predicted	-	0.91
JUP	PKP3	complex	-	1.0
JUP	POU2F2	expression regulated by	<-	1.0
JUP	TCF7	PPrel: activation; PPrel: binding/association	->	1.0
JUP	TCF7L2	PPrel: activation; PPrel: binding/association	->	1.0
KAZN	PPL	complex; input	-	1.0
KCNAB2	KCNH1	complex	-	1.0
KCNAB2	KCNS3	complex	-	1.0
KDR	KITLG	PPrel: activated by	<-	1.0
KDR	MAPK13	catalyze	->	1.0
KDR	NCK2	complex; input	-	1.0
KDR	NGF	PPrel: activated by	<-	1.0
KDR	PAK2	complex; input	-	1.0
KDR	PDGFA	PPrel: activated by	<-	1.0
KDR	PDGFB	PPrel: activated by	<-	1.0
KDR	PDGFD	PPrel: activated by	<-	1.0
KDR	PECAM1	complex	-	1.0
KDR	PGF	PPrel: activated by; complex; input; interaction	<-	1.0
KDR	PLCG1	PPrel: activation; activate; catalyze; complex; input	->	1.0
KDR	PTK2B	activate; catalyze; catalyzed by; complex; input	<->	1.0
KDR	PTPN6	PPrel: inhibited by, dephosphorylation; activated by	-	1.0
KDR	SHC3	PPrel: activation	->	1.0
KDR	TGFA	PPrel: activated by	<-	1.0
KDR	VEGFA	PPrel: activated by; PPrel: inhibited by; catalyze; catalyzed by; complex; inhibited by; input	->	1.0
KDR	VTN	activated by; complex; input	<-	1.0
KIAA0319	SYNJ1	complex; input	-	1.0
KIAA0319	SYNJ2	complex; input	-	1.0
KIAA1522	NHS	predicted	-	0.9
KIAA1549	KSR1	complex; inhibited by; input	|-	1.0
KITLG	NGFR	PPrel: activation	->	1.0
KITLG	NTRK2	PPrel: activation	->	1.0
KITLG	PTPN6	complex; inhibited by; input	|-	1.0
KITLG	SNAI2	activate	->	1.0
KL	PLCG1	complex; input	-	1.0
KLC3	TUBA1A	PPrel: binding/association	-	1.0
KLC3	TUBB2A	PPrel: binding/association	-	1.0
KLC3	TUBB2B	PPrel: binding/association	-	1.0
KLF2	MEF2C	GErel: expression by	<-	1.0
KLF2	MGST1	GErel: expression	->	1.0
KLF2	PLAT	GErel: expression	->	1.0
KLF2	SQSTM1	GErel: expression	->	1.0
KRT14	KRT16	predicted	-	0.93
KRT14	KRT17	predicted	-	0.89
KRT14	KRT8	complex; input	-	1.0
KRT14	KRT81	complex; input	-	1.0
KRT14	KRT86	complex; input	-	1.0
KRT15	KRT8	complex; input	-	1.0
KRT15	KRT81	complex; input	-	1.0
KRT15	KRT86	complex; input	-	1.0
KRT16	KRT17	predicted	-	0.96
KRT16	KRT8	complex; input	-	1.0
KRT16	KRT81	complex; input	-	1.0
KRT16	KRT86	complex; input	-	1.0
KRT16	KRT9	predicted	-	0.9
KRT17	KRT8	complex; input	-	1.0
KRT17	KRT81	complex; input	-	1.0
KRT17	KRT86	complex; input	-	1.0
KRT18	KRT8	complex; input	-	1.0
KRT18	KRT81	complex; input	-	1.0
KRT18	KRT86	complex; input	-	1.0
KRT18	PKP3	predicted	-	0.91
KRT19	KRT8	complex; input	-	1.0
KRT19	KRT81	complex; input	-	1.0
KRT19	KRT86	complex; input	-	1.0
KRT19	RARB	expression regulated by	<-	1.0
KRT32	KRT8	complex; input	-	1.0
KRT32	KRT81	complex; input	-	1.0
KRT32	KRT86	complex; input	-	1.0
KRT33B	KRT8	complex; input	-	1.0
KRT33B	KRT81	complex; input	-	1.0
KRT33B	KRT86	complex; input	-	1.0
KRT34	KRT8	complex; input	-	1.0
KRT34	KRT81	complex; input	-	1.0
KRT34	KRT86	complex; input	-	1.0
KRT8	KRT9	complex; input	-	1.0
KRT81	KRT86	predicted	-	0.9
KRT81	KRT9	complex; input	-	1.0
KRT86	KRT9	complex; input	-	1.0
L1CAM	LAMA1	complex; input	-	1.0
L1CAM	NRCAM	predicted	-	0.91
L1CAM	RPS6KA2	catalyzed by; complex; input	<-	1.0
L1CAM	RPS6KA5	catalyzed by; complex; input	<-	1.0
L1CAM	SPTB	complex; input	-	1.0
L1CAM	SPTBN5	complex; input	-	1.0
LAMA1	LAMB2	complex	-	1.0
LAMA1	NID2	complex; input	-	1.0
LAMA1	PAK2	complex; input	-	1.0
LAMA1	PAK6	complex; input	-	1.0
LAMA1	PRNP	activate	->	1.0
LAMA1	PTK2B	catalyzed by; complex; input	<-	1.0
LAMA1	SDC2	complex; input	-	1.0
LAMA3	LAMB2	complex	-	1.0
LAMA3	LAMC2	complex	-	1.0
LAMA3	MMP12	catalyzed by	<-	1.0
LAMA3	MMP3	catalyzed by	<-	1.0
LAMA3	NID2	complex; input	-	1.0
LAMA3	PAK2	complex; input	-	1.0
LAMA3	PAK6	complex; input	-	1.0
LAMA3	PRNP	activate	->	1.0
LAMA3	PTK2B	catalyzed by; complex; input	<-	1.0
LAMA3	SDC2	complex; input	-	1.0
LAMA5	LAMB2	complex	-	1.0
LAMA5	LAMC2	complex	-	1.0
LAMA5	NID2	complex; input	-	1.0
LAMA5	PAK2	complex; input	-	1.0
LAMA5	PAK6	complex; input	-	1.0
LAMA5	PRNP	activate	->	1.0
LAMA5	PTK2B	catalyzed by; complex; input	<-	1.0
LAMB2	LAMC2	complex	-	1.0
LAMB2	NID2	complex; input	-	1.0
LAMB2	PTK2B	catalyzed by; complex; input	<-	1.0
LAMC2	MMP12	catalyzed by	<-	1.0
LAMC2	MMP3	catalyzed by	<-	1.0
LAMC2	PTK2B	catalyzed by; complex; input	<-	1.0
LEF1	MYC	GErel: expression; catalyze; expression regulates	->	1.0
LEF1	MYCL	catalyze	->	1.0
LEF1	NRCAM	expression regulates	->	1.0
LEF1	NT5E	expression regulates	->	1.0
LEF1	PITX2	complex; input	-	1.0
LEF1	SMAD3	expression regulated by	<-	1.0
LEF1	SMAD7	expression regulated by	<-	1.0
LEF1	SNAI2	GErel: expression	->	1.0
LEF1	SOX13	complex; input	-	1.0
LEF1	SOX4	complex; input	-	1.0
LEF1	TCF7L2	catalyze; input; reaction	->	1.0
LEF1	TLE1	complex; input	-	1.0
LEF1	TLE3	complex; input	-	1.0
LEF1	TLE4	complex; input	-	1.0
LFNG	NOTCH2	PPrel: activation; PPrel: inhibition	-	1.0
LGR4	RSPO3	PPrel; complex; input	-	1.0
LGR6	RSPO3	PPrel; complex; input	-	1.0
LIF	LIFR	PPrel: activation; complex; input	->	1.0
LIFR	PDGFA	PPrel	-	1.0
LIFR	PDGFB	PPrel	-	1.0
LIMA1	MISP	predicted	-	0.9
LIMA1	MYO18A	predicted	-	0.9
LIPA	PPARG	expression regulated by	<-	1.0
LITAF	POU2F2	expression regulated by	<-	1.0
LNPEP	TBC1D4	activated by; complex; inhibited by	-	1.0
LPAR1	LPAR2	predicted	-	0.92
LPAR1	PTK2B	activate	->	1.0
LPAR1	S1PR1	predicted	-	0.91
LPAR1	S1PR2	predicted	-	0.93
LPAR2	PTK2B	activate	->	1.0
LPAR2	S1PR1	predicted	-	0.91
LPAR2	S1PR2	predicted	-	0.91
LPAR2	SLC9A3R2	complex; input	-	1.0
LPAR4	RPS6KA5	activate	->	1.0
LPXN	PTK2B	predicted	-	0.91
LRIG1	LRIG3	predicted	-	0.94
LRIG1	TGFA	inhibite	-|	1.0
LRP1	MMP15	catalyzed by	<-	1.0
